Sperm_video	vcl	vap	vsl	lin	wob	prog	bcf	
50	98.67375	58.47322	51.820675	0.8862292	0.59259146	7.857339	17.857143	
50	7.9521766	7.339467	6.2016964	0.8449791	0.9229507	6.79276	11.904762	
50	11.01491	8.928989	8.44262	0.9455293	0.8106276	8.290867	15	
50	91.41378	65.63019	60.619186	0.9236479	0.71794635	8.112924	17.857143	
50	109.16737	102.55742	95.43719	0.93057317	0.9394512	8.4768095	11.904762	
50	1.8143897	0.51553464	0.16858336	0.32700688	0.28413665	2.282048	19.444445	
50	95.740685	72.17358	67.39997	0.9338593	0.7538444	8.332197	16.666666	
50	100.60591	96.77526	91.13861	0.94175524	0.9619242	8.408634	8.333333	
50	91.30802	76.6041	71.39638	0.9320177	0.83896357	8.375477	5.952381	
50	105.17437	79.48688	73.999214	0.9309614	0.7557628	8.336494	15.476191	
50	104.4636	74.87451	68.03337	0.90863186	0.7167522	8.315979	17.857143	
50	107.83162	88.52344	83.255585	0.940492	0.8209414	8.523531	17.857143	
50	87.86194	76.04989	71.491455	0.94005996	0.86556125	8.450847	13.095238	
50	92.28907	80.07536	72.91215	0.91054416	0.8676581	4.958692	12.5	
50	103.389626	78.82997	71.662254	0.9090737	0.76245534	7.798623	15	
50	4.555977	2.454569	1.9980669	0.8140194	0.53875804	7.097767	14.473684	
50	73.460014	62.129738	57.993362	0.9334236	0.8457627	7.8294473	17.105263	
50	94.39402	76.49531	70.00295	0.9151274	0.81038296	5.280976	16.071428	
50	49.890606	50.48888	47.58356	0.94245625	1.0119917	7.5888343	1.3157895	
50	89.681854	63.112843	55.817844	0.88441336	0.70374155	6.841624	12.5	
50	103.53621	80.03159	71.17946	0.889392	0.77298164	6.2851925	11.764706	
50	104.02667	67.91268	59.888397	0.8818441	0.6528391	5.872412	14.0625	
50	103.88643	85.80613	76.403534	0.8904204	0.82596093	5.493288	15	
50	102.328445	98.28381	88.09415	0.89632404	0.960474	5.063461	7.142857	
50	19.203348	17.432688	15.2562275	0.8751506	0.9077942	5.1314254	14.285714	
50	23.575092	19.994465	17.271036	0.8637909	0.8481182	4.183396	15.384615	
100	93.95499	97.52991	93.12651	0.95485085	1.0380493	9.1875515	4.5454545	
100	10.247088	8.87123	7.8225217	0.8817854	0.86573184	8.607855	9.090909	
100	14.999916	12.311993	11.527399	0.93627405	0.8208041	9.118674	14.772727	
100	14.147125	11.990412	9.691044	0.8082327	0.8475511	8.478723	14.772727	
100	82.32593	84.82841	81.12596	0.95635366	1.0303973	9.167412	1.1363636	
100	46.70764	7.5873494	1.8489819	0.24369273	0.16244343	1.3580345	14.772727	
100	93.2764	97.96135	93.753494	0.9570458	1.0502266	9.130294	14.772727	
100	9.298611	8.403944	7.8228927	0.9308597	0.9037849	8.677047	13.636364	
100	3.6970487	1.5140263	0.94625777	0.6249943	0.40952295	8.529935	15.909091	
100	10.818879	11.460497	11.012119	0.9608762	1.0593054	9.28269	7.9545455	
100	17.447681	16.873396	15.779023	0.9351421	0.96708524	7.804554	10.526316	
100	5.9534063	2.8519387	2.084646	0.73095757	0.47904316	8.120902	16.666666	
100	10.4634495	6.571604	5.1862054	0.78918415	0.62805325	7.604707	13.636364	
100	8.7712755	8.62581	7.9504213	0.92170143	0.9834157	9.267571	12.5	
100	39.758068	40.47057	39.360256	0.97256494	1.017921	8.861715	7.9545455	
100	15.511325	15.2015915	14.004001	0.9212194	0.9800318	8.269343	6.818182	
100	78.69886	79.901276	76.34302	0.95546675	1.0152787	9.241016	1.1363636	
100	94.42804	93.16278	88.357216	0.94841754	0.9866008	9.124938	6.818182	
100	94.02136	93.65488	88.474625	0.94468784	0.99610204	9.093962	1.1363636	
100	8.714999	6.585587	5.655236	0.8587291	0.75566125	9.686058	14.772727	
100	7.2428503	6.4324927	5.899584	0.91715366	0.88811624	9.823965	13.636364	
100	79.39349	84.43619	80.82261	0.95720345	1.0635152	9.01863	4.5454545	
100	29.9849	29.857668	28.431274	0.9522269	0.99575686	9.259422	10.227273	
100	94.989655	98.485306	94.172165	0.95620525	1.0368003	9.14788	3.409091	
100	92.473595	95.376976	91.03073	0.95443094	1.0313969	9.168022	3.409091	
100	90.03637	93.145386	87.548805	0.93991566	1.0345306	9.01915	0	
100	15.693268	11.945072	11.02102	0.9226415	0.761159	7.4798784	11.363636	
100	82.56652	67.64144	64.207214	0.94922894	0.81923574	8.830585	12.5	
100	21.284641	13.453155	11.846981	0.8806099	0.6320592	8.310151	18.181818	
100	10.688012	8.36194	7.667786	0.9169864	0.7823663	8.944079	14.772727	
100	103.01692	106.586105	102.04185	0.9573654	1.0346465	9.070866	2.2727273	
100	11.33691	11.142745	10.589446	0.9503445	0.9828732	9.107428	7.9545455	
100	25.372448	15.933474	12.912117	0.81037676	0.62798333	10.245778	13.636364	
100	13.915321	13.109875	12.55	0.9572937	0.942118	9.229839	7.9545455	
100	11.926038	11.44051	10.771013	0.94148016	0.9592884	9.431367	13.636364	
100	13.091193	11.518903	10.728245	0.9313599	0.8798971	8.822546	11.363636	
100	10.109278	10.458723	10.128111	0.9683889	1.0345668	9.4075	6.818182	
100	102.29197	105.492455	100.18288	0.9496686	1.0312878	7.8426414	3.75	
100	7.0818815	6.1124477	5.636906	0.92220116	0.8631107	9.095451	14.772727	
100	11.264836	9.384542	8.391722	0.89420676	0.8330829	7.476908	7.894737	
100	104.12859	108.79335	104.10773	0.95693094	1.044798	9.153565	1.1363636	
100	106.0252	109.30973	104.42811	0.9553414	1.0309788	9.132203	0	
100	18.639269	18.835455	17.919233	0.95135653	1.0105255	9.010634	4.5454545	
100	6.6883006	2.0931196	1.461996	0.698477	0.3129524	7.15458	15.909091	
100	2.303521	0.57855946	0.10443709	0.18051228	0.2511631	2.2472682	18.75	
100	6.1899934	4.4384923	3.9350939	0.88658345	0.71704316	8.968999	13.095238	
100	11.740358	9.659491	9.072428	0.93922424	0.82275945	8.823509	13.636364	
100	78.58939	82.73562	79.192825	0.95717937	1.0527581	9.123973	2.2727273	
100	77.89133	81.80083	78.33042	0.957575	1.0501918	9.150762	1.1363636	
100	18.667107	16.555227	15.790427	0.9538031	0.8868663	9.156148	9.090909	
100	14.752499	13.96908	13.047041	0.9339943	0.94689584	9.245553	14.772727	
100	97.92397	102.58115	98.1609	0.9569098	1.047559	9.11509	5.681818	
100	98.45774	100.651566	96.03623	0.9541454	1.0222819	9.139742	2.2727273	
100	101.047966	105.12057	100.54011	0.9564266	1.0403037	9.132767	2.2727273	
100	93.26395	96.97521	92.62581	0.9551493	1.0397931	9.090497	3.409091	
100	93.6121	99.790855	91.60763	0.91799617	1.0660038	4.251515	1.9230769	
100	96.88143	102.1844	97.39692	0.9531486	1.0547367	8.65247	0	
100	40.580166	40.889084	36.68213	0.897113	1.0076126	4.1808724	8.333333	
100	86.872116	91.608406	85.849525	0.93713593	1.0545202	6.997898	1.4705882	
100	25.36175	26.820412	24.585405	0.91666776	1.0575143	5.040332	11.666667	
100	78.26117	79.758995	69.89762	0.8763604	1.0191388	5.054343	10.714286	
100	101.73639	101.56527	87.71112	0.86359364	0.998318	5.0181036	8.928572	
100	67.0001	65.436844	57.838634	0.8838849	0.9766678	4.550543	1.9230769	
150	7.9894967	4.4235644	3.3524656	0.75786525	0.5536725	8.79806	17.045454	
150	82.65017	63.702644	58.513218	0.9185368	0.7707503	8.790187	12.5	
150	13.483257	10.000384	7.3684134	0.736813	0.7416891	7.3727474	14.772727	
150	7.9322042	5.3287387	4.9931717	0.937027	0.67178535	8.74649	15.909091	
150	10.823416	6.9793763	4.096451	0.58693653	0.6448404	8.193994	18.181818	
150	10.668679	9.654044	9.023883	0.9347257	0.9048959	9.033232	12.5	
150	13.710047	11.075132	9.621325	0.8687322	0.8078114	7.8328767	9.090909	
150	32.566475	29.763445	27.515718	0.9244803	0.913929	8.904889	11.363636	
150	42.066128	20.840614	18.666595	0.8956835	0.4954251	8.836807	17.045454	
150	86.708305	66.33527	60.210064	0.90766287	0.76503944	8.448311	16.666666	
150	18.907366	16.361052	14.898222	0.9105907	0.8653269	8.954721	14.772727	
150	31.403599	15.443589	11.569304	0.74913317	0.49177772	7.1332197	18.181818	
150	80.20168	64.480064	54.406517	0.84377265	0.80397403	4.0296683	9.615385	
150	11.195624	11.683324	11.173342	0.9563496	1.0435617	8.677997	13.636364	
150	39.98048	23.447865	17.989609	0.76721734	0.5864828	6.9629965	14.285714	
150	24.153727	20.41688	19.025482	0.9318506	0.845289	9.113696	13.636364	
150	13.808504	7.8652725	6.800541	0.8646288	0.56959623	7.938785	15.909091	
150	80.70059	50.897823	46.343727	0.9105248	0.6306995	8.851322	17.045454	
150	63.662403	38.99245	33.238686	0.852439	0.6124879	8.420954	15.909091	
150	15.198158	14.191725	13.150505	0.9266319	0.93377924	8.902351	11.363636	
150	24.163118	7.8883834	5.530226	0.7010595	0.32646382	7.0191298	15.909091	
150	15.343024	13.46113	12.352127	0.91761434	0.8773453	9.482102	10.227273	
150	16.997736	15.942366	14.713095	0.92289287	0.9379111	9.095827	11.363636	
150	30.802765	27.011961	25.450312	0.9421868	0.87693304	9.413142	13.636364	
150	19.977158	18.816568	17.467627	0.928311	0.94190425	9.302244	12.5	
150	31.630413	10.055589	6.058493	0.6025001	0.31790888	2.4539442	14.583333	
150	11.180257	10.620148	10.019384	0.94343174	0.949902	8.889832	17.045454	
150	13.244636	7.870455	6.9090805	0.8778502	0.59423715	8.282384	19.318182	
150	17.12373	15.383108	14.361888	0.93361413	0.89835036	8.674374	17.045454	
150	18.54748	14.019262	12.921511	0.92169696	0.755858	8.908672	14.772727	
150	4.2169566	1.0674506	0.5353303	0.5015035	0.25313294	5.916226	16.666666	
150	68.575294	41.655674	38.663662	0.92817277	0.6074443	8.976043	12.5	
150	7.2329984	4.8468785	4.140181	0.85419536	0.67010635	8.41528	14.772727	
150	2.4475355	1.1138943	0.27455997	0.24648656	0.45510855	2.2889893	16.666666	
150	25.895723	15.878123	13.331749	0.83963	0.6131562	8.170835	14.772727	
150	45.17485	47.420124	45.058254	0.95019275	1.0497018	9.110864	3.409091	
150	85.96962	51.71448	46.609596	0.9012872	0.60154366	8.781844	13.636364	
150	66.15581	49.179146	45.28977	0.9209141	0.7433837	8.887361	17.045454	
150	9.933018	7.451916	6.776447	0.9093563	0.7502167	8.747398	14.772727	
150	55.198208	38.8074	35.145683	0.9056439	0.7030554	9.149046	14.772727	
150	21.726654	22.130812	20.943869	0.9463669	1.0186019	8.639312	11.363636	
150	10.046377	9.667607	8.976584	0.9285219	0.96229786	8.8064165	13.636364	
150	35.203976	21.227932	19.208807	0.90488356	0.60299814	8.982133	13.636364	
150	9.769961	5.746566	5.010405	0.87189555	0.5881871	8.25349	17.045454	
150	38.330276	37.103878	34.966305	0.9423895	0.9680044	9.260451	11.363636	
150	14.210427	11.116517	10.398641	0.93542254	0.7822789	9.224767	17.045454	
150	83.68969	63.015923	59.131783	0.93836254	0.7529712	9.117371	17.045454	
150	14.282817	13.38453	12.403221	0.9266833	0.93710715	8.859823	10.714286	
150	25.872906	18.027103	16.353996	0.9071893	0.69675606	8.731807	13.636364	
150	13.726622	13.7510195	13.075492	0.9508743	1.0017774	8.273737	10.227273	
150	14.286413	12.397273	11.009788	0.8880814	0.8677667	8.62091	12.5	
150	79.00624	60.219448	56.518833	0.93854785	0.76221126	9.042619	14.772727	
150	25.407503	19.877453	17.547176	0.88276786	0.7823457	8.713321	10.227273	
150	43.71422	44.368233	41.583076	0.93722636	1.0149612	9.493387	3.409091	
150	80.846596	56.205906	50.240765	0.8938699	0.6952167	8.769145	12.5	
150	13.158979	11.023857	8.860276	0.8037365	0.83774406	9.329341	12.5	
150	30.313633	25.568844	24.186132	0.9459221	0.8434767	8.15376	14.772727	
150	10.989758	10.310033	9.585177	0.9296942	0.9381492	7.5492253	10.227273	
150	29.460733	29.291168	27.098003	0.92512536	0.9942444	9.470675	12.5	
150	19.120157	17.425241	14.928704	0.85672873	0.9113545	4.6227303	13.461538	
150	20.106869	13.097099	11.845233	0.9044165	0.6513744	7.966708	15.909091	
150	24.057539	17.417406	15.639243	0.89790887	0.7239895	4.9029202	14.285714	
150	55.249546	35.200615	32.09536	0.9117841	0.6371204	8.785992	17.045454	
150	37.71217	36.86623	34.461666	0.934776	0.9775685	9.25578	5.681818	
150	2.444378	0.73637784	0.22667351	0.3078223	0.30125368	3.7656174	19.047619	
150	16.9673	16.05898	15.1333275	0.9423591	0.9464665	9.554885	11.363636	
150	14.358244	6.908765	5.2078123	0.7537979	0.4811706	8.193723	15.909091	
150	75.098694	58.53577	54.21535	0.92619175	0.77945125	9.076359	13.636364	
150	29.733715	15.616378	14.156906	0.90654224	0.52520776	9.038212	15.909091	
150	14.237268	11.604875	10.954019	0.9439153	0.8151054	7.9956045	14.772727	
150	17.966002	8.7305765	7.744216	0.8870223	0.48594987	8.398524	15.909091	
150	69.99093	52.621944	48.37384	0.9192713	0.75183946	8.817719	14.772727	
150	67.8331	33.926537	27.61586	0.81399	0.5001472	7.0819664	14.772727	
150	23.188614	16.96728	15.549921	0.9164652	0.7317074	9.305775	14.772727	
150	69.29956	36.839336	33.54425	0.9105552	0.5315955	8.560189	17.045454	
150	52.235836	44.21707	41.615025	0.9411529	0.84648925	8.942509	14.772727	
150	13.833521	14.093609	13.267533	0.94138646	1.0188013	9.059606	13.636364	
150	24.122522	23.667448	22.095865	0.93359727	0.98113495	8.912805	3.409091	
150	61.466225	46.292423	41.645435	0.89961666	0.753136	8.807184	11.363636	
150	71.47106	47.59713	43.82474	0.92074335	0.66596365	9.050718	18.181818	
150	21.567741	18.79064	17.453363	0.9288328	0.87123823	7.7369084	12.5	
150	3.5670204	1.5271943	1.1740307	0.7687501	0.42814282	6.8070855	17.045454	
150	1.4516643	0.61057675	0.46116692	0.7552972	0.42060465	8.608125	19.444445	
150	15.980399	12.8341	12.183266	0.94928867	0.80311507	9.053642	13.636364	
150	86.312584	56.70455	48.33505	0.85240155	0.6569674	4.2019205	11.538462	
150	11.033766	9.805721	9.249307	0.94325614	0.88870126	9.532986	10.227273	
150	8.124219	1.1474614	0.3291974	0.28689194	0.14123958	3.0142012	19.318182	
150	70.90198	49.818104	45.605022	0.9154307	0.70263344	8.5782795	15.909091	
150	27.11731	15.611683	13.602987	0.8713338	0.57570916	8.029167	15.909091	
150	27.264025	22.953623	21.09817	0.91916513	0.8419015	8.7714205	12.5	
150	40.546936	38.953587	36.05131	0.925494	0.96070355	9.2666645	2.2727273	
150	2.4892461	0.7356485	0.39055896	0.53090435	0.29553062	5.761662	16.666666	
150	48.69135	48.00994	42.843575	0.8923897	0.9860055	4.2650948	3.8461537	
150	31.647636	22.187893	20.267317	0.9134403	0.70109165	8.967203	13.636364	
150	9.139646	8.007958	7.2427053	0.9044384	0.87617826	9.835183	14.772727	
150	13.233507	9.9781885	9.025178	0.9044906	0.7540094	8.793924	13.636364	
150	47.057137	41.29899	38.85183	0.94074535	0.87763494	8.879427	11.363636	
150	59.95259	37.446545	32.66089	0.87220037	0.6246026	8.892747	18.181818	
150	12.253777	10.093925	9.21073	0.9125022	0.82374	9.229426	17.045454	
150	16.651098	5.6489415	2.707887	0.47936186	0.33925337	5.426884	18.181818	
150	16.876318	13.108633	12.32573	0.9402758	0.7767472	9.13755	14.772727	
150	16.958385	11.9278755	10.015499	0.8396717	0.7033615	4.348255	11.538462	
150	20.355097	16.942474	16.069801	0.94849205	0.83234555	7.9944735	14.772727	
150	12.732209	9.71049	8.202207	0.8446749	0.7626713	8.951029	11.363636	
150	89.09002	65.32524	59.50448	0.9108956	0.73324984	8.846819	14.772727	
150	76.82365	49.3641	44.181393	0.8950106	0.6425639	8.817772	17.045454	
150	36.807507	36.153908	33.740814	0.93325496	0.9822428	8.96048	7.9545455	
150	76.849014	62.86023	58.195194	0.9257872	0.8179706	8.837895	11.363636	
150	39.058697	11.389596	8.104095	0.7115349	0.29160205	6.9266977	17.045454	
150	35.185677	28.940098	26.431795	0.9133278	0.82249653	10.17682	14.772727	
150	42.282	33.771763	31.16366	0.9227727	0.7987267	8.911922	13.636364	
150	33.647217	15.0033	11.635469	0.7755273	0.44590017	8.941689	17.045454	
150	63.25218	28.55162	23.89438	0.83688354	0.45139346	7.723667	14.772727	
150	24.192137	9.125807	7.4283204	0.81399053	0.377222	8.136968	15.909091	
150	6.3274026	4.644068	4.0029187	0.8619424	0.73396116	8.46452	14.772727	
150	44.451786	33.872932	30.935392	0.9132777	0.7620151	9.547433	17.045454	
150	83.831345	60.51029	55.775146	0.92174643	0.72180986	8.747666	17.045454	
150	9.986158	3.9518328	2.9217963	0.7393522	0.39573103	6.938812	13.636364	
150	16.406097	8.623855	7.075162	0.8204175	0.52564937	8.056498	14.772727	
150	19.449575	12.176629	10.730266	0.88121814	0.62606144	8.972177	20.454546	
150	73.80349	38.81014	35.182957	0.9065404	0.52585775	6.9284086	13.888889	
150	17.716253	15.728841	14.719423	0.9358238	0.88781977	9.662982	7.9545455	
150	29.812979	30.984396	29.530966	0.95309156	1.0392922	8.665709	1.1363636	
150	85.66566	53.397804	45.52372	0.8525392	0.6233281	5.0840344	16.666666	
150	12.596747	11.687723	10.6212435	0.90875214	0.9278366	6.9159927	11.111111	
150	16.731796	14.800811	13.512285	0.91294223	0.8845919	8.959492	14.772727	
150	40.251297	20.390938	15.63815	0.7669167	0.50659084	7.8303065	14.772727	
150	4.7465653	2.117354	0.8981639	0.42419165	0.44608128	3.1622553	15.625	
150	29.440458	21.936756	20.303709	0.9255565	0.7451228	8.87597	12.5	
150	10.198282	8.798297	8.287595	0.94195443	0.86272347	9.18061	12.5	
150	33.133984	5.781245	2.537238	0.43887392	0.17448084	5.0826697	19.318182	
150	20.610106	15.34556	14.346252	0.93487966	0.74456483	8.549421	19.318182	
150	14.269788	6.265263	4.598512	0.7339695	0.43905792	6.831175	13.636364	
150	80.5075	61.50072	57.132797	0.92897767	0.763913	9.164282	12.5	
150	71.92385	33.8878	30.113785	0.8886321	0.47116214	8.526377	12.5	
150	43.8516	28.40237	25.455582	0.8962485	0.6476929	8.369652	13.636364	
150	72.80049	47.54819	43.57367	0.9164107	0.65313005	8.87115	15.909091	
150	2.444494	0.8971982	0.52386767	0.5838929	0.36702818	6.695763	21.428572	
150	13.310162	11.493956	10.776698	0.937597	0.8635474	8.2422905	12.5	
150	5.811589	2.4500146	2.1643856	0.88341737	0.421574	9.98188	17.857143	
150	86.33176	52.38814	47.15609	0.900129	0.60682356	8.587706	18.181818	
150	13.647628	7.545493	6.2521434	0.8285931	0.55287945	7.1807494	15.909091	
150	53.910675	20.56454	16.559875	0.8052635	0.38145584	7.4703436	17.045454	
150	5.33857	4.8772807	4.7260523	0.96899337	0.91359305	8.075269	14.772727	
150	35.335354	34.54359	32.177948	0.93151724	0.97759277	9.38818	7.9545455	
150	44.954712	20.943699	17.415161	0.83152276	0.46588436	8.03308	14.772727	
150	73.29309	46.87576	42.30083	0.90240306	0.63956594	8.722631	15.909091	
150	14.611952	14.321822	13.447445	0.9389479	0.9801444	9.243205	10.227273	
150	16.158207	8.251338	7.0254283	0.851429	0.5106593	9.472148	17.045454	
150	34.42306	34.306973	32.200363	0.9385953	0.99662757	8.966551	4.5454545	
150	74.82896	42.957485	37.940105	0.8832013	0.5740757	8.646135	17.045454	
150	11.408921	9.8549385	9.142612	0.9277189	0.8637923	9.116067	17.045454	
150	90.72164	75.45161	69.46456	0.9206506	0.8316825	9.003911	15.909091	
150	27.702543	17.831396	16.397425	0.91958165	0.64367366	8.890309	15.909091	
150	26.902628	17.293983	15.369173	0.8887006	0.64283615	7.135374	13.636364	
150	38.736847	30.04338	26.916101	0.8959079	0.77557635	8.422378	15.909091	
150	11.368588	9.508765	8.726717	0.917755	0.8364068	8.280902	13.636364	
150	25.68043	22.439943	20.913902	0.93199444	0.87381494	8.465904	12.5	
150	14.72812	9.545576	8.073408	0.8457748	0.64811915	6.7371807	15	
150	4.188415	3.391187	3.1837854	0.938841	0.8096588	10.315882	13.157895	
150	19.794685	15.139065	12.830381	0.8475016	0.76480454	7.797101	12.5	
150	18.265652	18.052843	17.1393	0.94939613	0.98834926	9.409838	10.227273	
150	6.7952824	6.177565	5.8918767	0.95375395	0.9090961	9.979576	6.818182	
150	70.7338	43.986782	39.54639	0.89905167	0.6218636	8.920545	15.909091	
150	76.42984	50.147457	44.398743	0.8853638	0.656124	8.49737	14.772727	
150	1.4592726	0.49642706	0.095830604	0.19304065	0.34018803	1.9633633	23.4375	
150	33.587704	12.685519	7.432076	0.58587086	0.37768343	6.239492	13.636364	
150	92.47359	61.41782	54.600906	0.88900757	0.6641661	7.5669065	15	
150	27.584932	26.405064	24.68922	0.9350184	0.95722777	9.208781	10.227273	
150	12.509763	10.593932	8.500673	0.80240965	0.8468531	7.774162	14.772727	
150	53.640717	28.82243	25.890465	0.8982749	0.5373237	8.706272	14.772727	
150	7.0259585	5.913315	5.4469943	0.9211407	0.8416381	9.070715	12.5	
150	11.028641	10.840161	10.297851	0.94997203	0.98291	9.435278	10.227273	
150	17.966568	7.4479103	5.974645	0.8021908	0.41454273	7.8271074	17.045454	
150	9.303227	5.784116	5.193107	0.89782214	0.6217321	9.190396	15.909091	
150	75.4447	52.433414	46.95846	0.8955828	0.6949913	8.8584385	12.5	
150	15.21204	5.5339165	2.2930367	0.41436055	0.3637853	5.5039077	17.045454	
150	16.285028	14.9288025	13.260113	0.88822347	0.9167195	9.584739	12.5	
150	23.672077	12.394915	10.969156	0.8849723	0.5236091	8.456584	13.636364	
150	26.523167	7.1951365	6.1587477	0.8559598	0.27127746	7.811598	13.636364	
150	41.932083	29.314276	26.500128	0.9040008	0.6990894	9.0158415	18.181818	
150	59.077274	39.209827	35.51527	0.9057747	0.66370404	8.938855	19.318182	
150	2.997639	1.23401	0.71198744	0.5769706	0.41166067	3.2540178	14.705882	
150	14.641755	10.459918	9.820322	0.9388526	0.7143896	9.062583	17.045454	
150	94.716545	76.095085	70.690994	0.92898244	0.803398	8.904081	13.636364	
150	7.4020557	5.9618926	4.5455546	0.76243484	0.8054374	3.9704669	13.461538	
150	92.990555	66.712524	60.03645	0.89992774	0.7174119	5.287322	18.333334	
150	18.141842	12.935817	11.844908	0.9156676	0.71303767	9.900194	14.772727	
150	48.797672	33.42054	29.413607	0.8801057	0.6848798	4.248445	17.307692	
150	12.329134	12.186322	11.384348	0.93419063	0.98841673	9.183501	10.227273	
150	1.7439	0.5659066	0.29976705	0.5297112	0.32450637	4.5451407	19.047619	
150	92.363075	67.226715	62.397316	0.92816246	0.7278527	9.028322	13.636364	
150	67.298294	38.653038	32.521564	0.84137154	0.5743539	8.473343	17.045454	
150	9.897975	9.073675	8.368422	0.9222747	0.9167204	9.130825	13.636364	
150	12.210219	9.303145	8.557639	0.9198652	0.7619147	8.384723	15.909091	
150	15.527244	15.094854	14.030688	0.9295014	0.9721529	9.189554	5.681818	
150	33.505394	14.938415	9.349874	0.6258946	0.44585103	7.58822	19.318182	
150	35.781555	10.843083	6.9302945	0.63914424	0.30303556	6.993322	14.772727	
150	8.857906	7.3713	6.849713	0.9292408	0.83217186	8.74372	12.5	
150	81.329094	52.42934	46.398556	0.8849731	0.6446566	4.7225704	12.5	
150	12.468966	11.832243	10.762593	0.9095988	0.9489354	6.052109	10.9375	
150	11.367852	7.880118	7.33114	0.9303338	0.6931932	7.489973	17.045454	
150	23.968037	16.433191	15.190833	0.92439944	0.6856294	9.030556	13.636364	
150	33.06853	11.994782	5.7593627	0.48015568	0.362725	4.860756	15.909091	
150	26.294374	25.857855	23.53662	0.910231	0.98339874	4.8260174	7.142857	
150	21.333626	21.16133	19.819752	0.9366024	0.99192375	9.036737	3.409091	
150	72.53494	48.525436	43.224827	0.8907664	0.66899395	5.3322263	13.333333	
150	12.777434	7.5553007	6.667657	0.8825138	0.59130025	6.7503643	15.909091	
150	78.93862	47.863384	42.796947	0.894148	0.6063367	8.717884	14.772727	
150	10.550121	8.227049	7.339366	0.8921018	0.77980614	7.8987174	14.772727	
