sperm_video	frames	ratio	prop.motile	vcl	vap	vsl	lin	wob	prog	bcf	sperm.track
300	16	17	0.88439304	91.6446	89.412926	81.25836	0.90879875	0.9756486	673.563	5.671575	173
300	16	20	0.88439304	92.006546	89.45868	81.17775	0.9074329	0.9723078	674.5428	5.7490325	173
300	16	23	0.89017344	91.95769	89.13315	80.74576	0.9059005	0.96928436	673.49603	5.787072	173
300	19	5	0.33333334	27.420498	25.473108	22.549475	0.88522667	0.9289805	200.35072	9.95898	24
300	19	8	0.7746479	75.530174	73.551216	67.48514	0.9175257	0.9737991	588.5841	5.8414373	71
300	19	11	0.8827586	91.85111	89.90861	82.24479	0.91475993	0.9788516	717.03827	5.4069915	145
300	19	14	0.89041096	92.46988	90.44296	82.752716	0.91497135	0.9780803	728.7769	5.4828773	146
300	19	17	0.89041096	92.50106	90.43581	82.58588	0.9131988	0.9776732	728.0852	5.4920344	146
300	19	20	0.89261746	92.125626	89.69385	81.75405	0.9114789	0.97360367	718.5477	5.666871	149
300	19	23	0.9	91.85214	89.16761	81.05451	0.9090129	0.9707734	713.53534	5.750466	150
300	22	5	0.36842105	29.027937	27.114279	24.402605	0.899991	0.9340753	220.17194	9.819191	19
300	22	8	0.7894737	74.251045	72.093285	66.49805	0.92238885	0.97093964	614.0454	5.906108	57
300	22	11	0.8956522	90.77818	89.64381	82.61651	0.92160875	0.9875039	762.06635	5.32622	115
300	22	14	0.90082645	91.82181	90.61859	83.507065	0.9215224	0.98689616	768.42	5.358187	121
300	22	17	0.90163934	91.910034	90.6077	83.304306	0.91939545	0.9858303	765.6134	5.3202987	122
300	22	20	0.902439	92.02432	90.54208	83.13167	0.918155	0.9838929	763.41394	5.368893	123
300	22	23	0.91129035	91.57938	89.8683	82.429504	0.9172256	0.9813159	757.6299	5.412582	124
50	10	5	0.3448276	28.974598	23.271904	20.684423	0.8888153	0.80318296	136.3709	11.014652	29
50	10	8	0.73239434	80.262985	63.878227	53.607803	0.8392187	0.7958616	297.35382	11.139165	71
50	10	11	0.7912088	88.88896	70.79031	62.540676	0.8834638	0.79639035	454.5693	12.383413	91
50	10	14	0.7912088	88.88896	70.79031	62.540676	0.8834638	0.79639035	454.5693	12.383413	91
50	10	17	0.7912088	88.88896	70.79031	62.540676	0.8834638	0.79639035	454.5693	12.383413	91
50	10	20	0.7912088	89.027084	71.03436	62.710316	0.8828167	0.797896	455.80322	12.390303	91
50	10	23	0.7912088	89.24663	71.02395	62.52627	0.88035476	0.79581666	456.5096	12.45168	91
50	13	5	0.34615386	30.2521	24.60592	22.052195	0.8962149	0.8133624	149.57716	11.5771265	26
50	13	8	0.6851852	77.342384	61.44951	55.21232	0.8984989	0.7945127	380.17728	12.642655	54
50	13	11	0.7848101	89.384224	70.6817	64.45757	0.9119414	0.79076266	513.47003	13.084656	79
50	13	14	0.7848101	89.384224	70.6817	64.45757	0.9119414	0.79076266	513.47003	13.084656	79
50	13	17	0.7848101	89.384224	70.6817	64.45757	0.9119414	0.79076266	513.47003	13.084656	79
50	13	20	0.7848101	89.544624	70.96511	64.65458	0.9110755	0.79251117	514.90295	13.092656	79
50	13	23	0.7848101	89.79957	70.953026	64.44085	0.90821844	0.79012656	515.72327	13.163933	79
50	16	5	0.33333334	29.540636	25.009531	22.611685	0.90412277	0.8466145	160.82706	11.313741	24
50	16	8	0.65957445	73.973335	60.495705	55.392956	0.915651	0.8178042	419.42615	12.688855	47
50	16	11	0.7808219	88.83037	70.15076	64.45285	0.9187763	0.7897159	539.79926	13.367185	73
50	16	14	0.7808219	88.83037	70.15076	64.45285	0.9187763	0.7897159	539.79926	13.367185	73
50	16	17	0.7808219	88.83037	70.15076	64.45285	0.9187763	0.7897159	539.79926	13.367185	73
50	16	20	0.7837838	88.87923	70.085045	64.219215	0.9163041	0.78854245	534.04755	13.336839	74
50	16	23	0.7837838	88.87923	70.085045	64.219215	0.9163041	0.78854245	534.04755	13.336839	74
50	19	5	0.23809524	27.515226	23.271643	21.461058	0.92219776	0.8457732	187.0421	10.501253	21
50	19	8	0.5897436	74.30003	59.192554	54.887104	0.9272636	0.7966693	464.4672	13.175988	39
50	19	11	0.75757575	91.49867	71.76018	66.107925	0.9212342	0.7842756	575.2564	13.447439	66
50	19	14	0.75757575	91.49867	71.76018	66.107925	0.9212342	0.7842756	575.2564	13.447439	66
50	19	17	0.75757575	91.49867	71.76018	66.107925	0.9212342	0.7842756	575.2564	13.447439	66
50	19	20	0.75757575	91.49867	71.76018	66.107925	0.9212342	0.7842756	575.2564	13.447439	66
50	19	23	0.75757575	91.49867	71.76018	66.107925	0.9212342	0.7842756	575.2564	13.447439	66
50	22	5	0.25	27.515226	23.271643	21.461058	0.92219776	0.8457732	187.0421	10.501253	20
50	22	8	0.5833333	72.22884	56.448643	52.4053	0.92837137	0.7815249	459.02536	13.445867	36
50	22	11	0.75409836	90.412865	70.65705	65.25205	0.92350376	0.78149337	581.8753	13.721147	61
50	22	14	0.75409836	90.412865	70.65705	65.25205	0.92350376	0.78149337	581.8753	13.721147	61
50	22	17	0.75409836	90.412865	70.65705	65.25205	0.92350376	0.78149337	581.8753	13.721147	61
50	22	20	0.75409836	90.412865	70.65705	65.25205	0.92350376	0.78149337	581.8753	13.721147	61
50	22	23	0.75409836	90.412865	70.65705	65.25205	0.92350376	0.78149337	581.8753	13.721147	61
